Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2001,MA,Total Electric Industry,"17,983,531","24,126,800","9,757,211",NA,"628,533",52496075
2001,MD,Total Electric Industry,"24,294,096","26,243,614","10,176,724",NA,"925,586",61640020
2001,ME,Total Electric Industry,"3,902,940","3,779,036","4,412,593",NA,"57,428",12151997
2001,MI,Total Electric Industry,"32,304,798","35,025,499","34,174,112",NA,"904,938",102409347
2001,MN,Total Electric Industry,"19,399,686","19,799,222","20,767,343",NA,"720,601",60686852
2001,MO,Total Electric Industry,"30,168,329","26,028,729","15,814,713",NA,"1,201,386",73213157
2001,MS,Total Electric Industry,"16,855,661","11,357,412","15,268,360",NA,"805,432",44286865
2001,MT,Total Electric Industry,"3,886,224","3,865,679","3,370,259",NA,"324,496",11446658
2001,NC,Total Electric Industry,"46,200,716","37,744,147","32,931,139",NA,"2,150,941",119026943
2001,ND,Total Electric Industry,"3,479,809","3,070,650","2,753,243",NA,"506,055",9809757
2001,NE,Total Electric Industry,"8,638,208","7,232,147","7,327,582",NA,"1,524,703",24722640
2001,NH,Total Electric Industry,"3,789,290","3,910,770","2,482,550",NA,"132,941",10315551
2001,NJ,Total Electric Industry,"25,491,423","34,445,279","12,706,552",NA,"534,136",73177390
2001,NM,Total Electric Industry,"4,999,477","6,843,577","5,271,879",NA,"1,611,661",18726594
2001,NV,Total Electric Industry,"9,606,869","6,693,111","11,238,936",NA,"628,377",28167293
2001,NY,Total Electric Industry,"44,235,593","60,806,218","25,449,717",NA,"13,689,232",144180760
2001,OH,Total Electric Industry,"47,346,163","39,372,078","65,098,733",NA,"3,980,740",155797714
2001,OK,Total Electric Industry,"19,795,853","13,551,964","13,356,189",NA,"2,962,719",49666725
2001,OR,Total Electric Industry,"17,502,996","14,816,355","13,084,361",NA,"481,118",45884830
2001,PA,Total Electric Industry,"46,029,989","40,552,670","47,383,320",NA,"1,305,954",135271933
2001,RI,Total Electric Industry,"2,699,059","3,240,057","1,385,911",NA,"67,890",7392917
2001,SC,Total Electric Industry,"24,874,643","17,484,201","31,527,678",NA,"945,845",74832367
2001,SD,Total Electric Industry,"3,580,418","2,915,072","1,666,098",NA,"465,411",8626999
2001,TN,Total Electric Industry,"36,931,534","25,973,834","32,148,645",NA,"1,076,705",96130718
2001,TX,Total Electric Industry,"117,342,779","87,912,113","98,208,408",NA,"14,580,874",318044174
2001,UT,Total Electric Industry,"6,692,983","8,262,123","7,411,434",NA,"850,768",23217308
2001,VA,Total Electric Industry,"37,325,231","29,065,836","19,701,918",NA,"10,360,190",96453175
2001,VT,Total Electric Industry,"2,009,403","1,925,563","1,608,429",NA,"42,051",5585446
2001,WA,Total Electric Industry,"31,608,471","23,840,525","19,338,924",NA,"3,707,327",78495247
2001,WI,Total Electric Industry,"20,417,899","18,677,917","25,370,339",NA,"752,138",65218293
2001,WV,Total Electric Industry,"9,828,180","6,785,667","10,978,083",NA,"77,502",27669432
2001,WY,Total Electric Industry,"2,145,532","2,915,188","7,700,184",NA,"188,601",12949505
2001,US,Total Electric Industry,"1,201,606,593","1,083,068,516","996,609,310",NA,"113,173,685",3394458104
2001,AK,Full-Service Providers,"1,891,468","2,289,011","1,079,423",NA,"194,178",5454080
2001,AL,Full-Service Providers,"27,802,207","18,868,139","31,949,084",NA,"738,828",79358258
2001,AR,Full-Service Providers,"15,103,946","9,153,493","16,734,270",NA,"740,740",41732449
2001,AZ,Full-Service Providers,"26,200,172","22,045,220","11,376,746",NA,"2,652,166",62274304
2001,CA,Full-Service Providers,"76,050,291","92,058,384","58,383,849",NA,"11,168,386",237660910
2001,CO,Full-Service Providers,"14,470,251","17,889,638","10,918,384",NA,"957,765",44236038
2001,CT,Full-Service Providers,"11,960,742","12,442,049","5,572,234",NA,"551,699",30526724
2001,DC,Full-Service Providers,"1,676,457","6,460,043","279,730",NA,"150,018",8566248
2001,DE,Full-Service Providers,"3,733,498","3,447,866","3,216,992",NA,"61,667",10460023
2001,FL,Full-Service Providers,"101,377,095","73,957,635","19,854,252",NA,"5,563,151",200752133
2001,GA,Full-Service Providers,"44,380,213","37,838,787","33,940,715",NA,"1,630,758",117790473
2001,HI,Full-Service Providers,"2,802,470","3,129,441","3,789,894",NA,"62,758",9784563
2001,IA,Full-Service Providers,"12,429,672","8,512,208","16,238,196",NA,"2,263,679",39443755
2001,ID,Full-Service Providers,"6,905,546","6,543,349","7,305,412",NA,"341,710",21096017
2001,IL,Full-Service Providers,"41,820,005","39,361,195","34,932,799",NA,"8,149,797",124263796
2001,IN,Full-Service Providers,"29,419,675","25,550,784","42,079,603",NA,"683,906",97733968
2001,KS,Full-Service Providers,"12,062,329","12,786,614","10,569,144",NA,"428,864",35846951
2001,KY,Full-Service Providers,"23,698,316","14,337,928","38,676,360",NA,"3,262,895",79975499
2001,LA,Full-Service Providers,"25,800,335","17,721,987","28,574,383",NA,"2,596,046",74692751
2001,MA,Full-Service Providers,"17,981,485","20,928,628","9,524,580",NA,"554,219",48988912
2001,MD,Full-Service Providers,"23,900,720","24,977,395","9,562,506",NA,"742,135",59182756
2001,ME,Full-Service Providers,"619,222","2,067,849","1,280,028",NA,"17,572",3984671
2001,MI,Full-Service Providers,"32,304,798","34,772,494","33,794,513",NA,"904,938",101776743
2001,MN,Full-Service Providers,"19,399,686","19,799,222","20,767,343",NA,"720,601",60686852
2001,MO,Full-Service Providers,"30,168,329","26,028,729","15,814,713",NA,"1,201,386",73213157
2001,MS,Full-Service Providers,"16,855,661","11,357,412","15,268,360",NA,"805,432",44286865
2001,MT,Full-Service Providers,"3,885,138","3,306,550","2,082,988",NA,"324,496",9599172
2001,NC,Full-Service Providers,"46,200,716","37,744,147","32,931,139",NA,"2,150,941",119026943
2001,ND,Full-Service Providers,"3,479,809","3,070,650","2,753,243",NA,"506,055",9809757
2001,NE,Full-Service Providers,"8,638,208","7,232,147","7,327,582",NA,"1,524,703",24722640
2001,NH,Full-Service Providers,"3,789,290","3,909,586","2,482,550",NA,"132,941",10314367
2001,NJ,Full-Service Providers,"25,347,986","32,788,232","11,479,542",NA,"520,104",70135864
2001,NM,Full-Service Providers,"4,999,477","6,843,577","5,271,879",NA,"1,611,661",18726594
2001,NV,Full-Service Providers,"9,606,869","6,693,111","11,238,936",NA,"628,377",28167293
2001,NY,Full-Service Providers,"42,374,596","47,364,655","23,349,338",NA,"12,506,560",125595149
2001,OH,Full-Service Providers,"45,784,318","37,002,089","57,833,918",NA,"3,817,716",144438041
2001,OK,Full-Service Providers,"19,795,853","13,551,964","13,356,189",NA,"2,962,719",49666725
2001,OR,Full-Service Providers,"17,502,996","14,816,355","13,084,361",NA,"481,118",45884830
2001,PA,Full-Service Providers,"41,000,384","31,657,324","41,969,506",NA,"1,285,452",115912666
2001,RI,Full-Service Providers,"2,699,059","2,583,479","1,169,082",NA,"-3,968",6447652
2001,SC,Full-Service Providers,"24,874,643","17,484,201","31,527,678",NA,"945,845",74832367
2001,SD,Full-Service Providers,"3,580,418","2,915,072","1,666,098",NA,"465,411",8626999
2001,TN,Full-Service Providers,"36,931,534","25,973,834","32,148,645",NA,"1,076,705",96130718
2001,TX,Full-Service Providers,"117,228,922","87,453,725","97,785,695",NA,"14,579,159",317047501
2001,UT,Full-Service Providers,"6,692,983","8,262,123","7,411,434",NA,"850,768",23217308
2001,VA,Full-Service Providers,"36,982,317","28,875,303","19,634,105",NA,"10,352,410",95844135
2001,VT,Full-Service Providers,"2,009,403","1,925,563","1,608,429",NA,"42,051",5585446
2001,WA,Full-Service Providers,"31,608,471","23,840,525","18,167,961",NA,"3,707,327",77324284
2001,WI,Full-Service Providers,"20,417,899","18,677,917","25,370,339",NA,"752,138",65218293
2001,WV,Full-Service Providers,"9,828,180","6,785,667","10,978,083",NA,"77,502",27669432
2001,WY,Full-Service Providers,"2,145,532","2,915,188","7,700,184",NA,"188,601",12949505
2001,US,Full-Service Providers,"1,188,219,590","1,037,998,484","961,812,417",NA,"108,632,086",3296662577
2001,CA,Energy-Only Providers,"617,341","4,400,956","4,657,404",NA,"422,167",10097868
2001,CT,Energy-Only Providers,"13,875",159,0,NA,0,14034
2001,DC,Energy-Only Providers,"22,411","2,078,782","1,184",NA,"211,847",2314224
2001,DE,Energy-Only Providers,495,"157,568","760,540",NA,0,918603
2001,IL,Energy-Only Providers,0,"3,774,227","5,847,145",NA,"2,148,381",11769753
2001,MA,Energy-Only Providers,"2,046","3,198,172","232,631",NA,"74,314",3507163
2001,MD,Energy-Only Providers,"393,376","1,266,219","614,218",NA,"183,451",2457264
2001,ME,Energy-Only Providers,"3,283,718","1,711,187","3,132,565",NA,"39,856",8167326
2001,MI,Energy-Only Providers,0,"253,005","379,599",NA,0,632604
2001,MT,Energy-Only Providers,"1,086","559,129","1,287,271",NA,0,1847486
2001,NH,Energy-Only Providers,0,"1,184",0,NA,0,1184
2001,NJ,Energy-Only Providers,"143,437","1,657,047","1,227,010",NA,"14,032",3041526
2001,NY,Energy-Only Providers,"1,860,997","13,441,563","2,100,379",NA,"1,182,672",18585611
2001,OH,Energy-Only Providers,"1,561,845","2,369,989","7,264,815",NA,"163,024",11359673
2001,PA,Energy-Only Providers,"5,029,605","8,895,346","5,413,814",NA,"20,502",19359267
2001,RI,Energy-Only Providers,0,"656,578","216,829",NA,"71,858",945265
2001,TX,Energy-Only Providers,"113,857","458,388","422,713",NA,"1,715",996673
2001,VA,Energy-Only Providers,"342,914","190,533","67,813",NA,"7,780",609040
2001,WA,Energy-Only Providers,0,0,"1,170,963",NA,0,1170963
2001,US,Energy-Only Providers,"13,387,003","45,070,032","34,796,893",NA,"4,541,599",97795527
2000,AK,Total Electric Industry,"1,854,968","2,236,477","1,036,627",NA,"181,898",5309970
2000,AL,Total Electric Industry,"28,756,115","19,056,898","35,034,489",NA,"676,718",83524220
2000,AR,Total Electric Industry,"14,870,777","8,746,494","17,268,195",NA,"725,722",41611188
2000,AZ,Total Electric Industry,"24,843,978","21,410,702","11,975,136",NA,"2,900,229",61130045
2000,CA,Total Electric Industry,"79,240,641","92,697,488","64,310,844",NA,"7,808,229",244057202
2000,CO,Total Electric Industry,"14,028,934","17,989,134","9,954,783",NA,"1,047,433",43020284
2000,CT,Total Electric Industry,"11,645,484","11,932,359","5,810,692",NA,"563,872",29952407
2000,DC,Total Electric Industry,"1,624,101","8,331,639","272,558",NA,"387,223",10615521
2000,DE,Total Electric Industry,"3,574,848","4,049,665","3,600,866",NA,"48,911",11274290
2000,FL,Total Electric Industry,"99,005,605","72,129,914","18,883,859",NA,"5,823,598",195842976
2000,GA,Total Electric Industry,"44,559,990","36,950,986","36,085,359",NA,"1,588,741",119185076
2000,HI,Total Electric Industry,"2,764,618","3,035,747","3,833,873",NA,"56,358",9690596
2000,IA,Total Electric Industry,"12,028,663","8,374,842","17,126,797",NA,"1,557,565",39087867
2000,ID,Total Electric Industry,"7,006,491","7,067,854","8,407,697",NA,"352,057",22834099
2000,IL,Total Electric Industry,"40,146,401","43,855,228","40,939,212",NA,"9,756,121",134696962
2000,IN,Total Electric Industry,"28,648,540","20,467,905","48,040,239",NA,"618,241",97774925
2000,KS,Total Electric Industry,"12,528,341","12,511,075","10,222,176",NA,"659,869",35921461
2000,KY,Total Electric Industry,"23,374,472","13,932,747","37,689,295",NA,"3,319,642",78316156
2000,LA,Total Electric Industry,"27,719,176","18,225,348","31,950,419",NA,"2,795,403",80690346
2000,MA,Total Electric Industry,"17,562,307","23,033,271","10,533,043",NA,"644,492",51773113
2000,MD,Total Electric Industry,"23,949,316","25,804,299","10,066,312",NA,"857,877",60677804
2000,ME,Total Electric Industry,"3,736,802","3,712,198","4,550,515",NA,"163,462",12162977
2000,MI,Total Electric Industry,"30,707,267","35,867,003","37,267,697",NA,"930,249",104772216
2000,MN,Total Electric Industry,"18,629,364","11,580,320","28,842,085",NA,"730,320",59782089
2000,MO,Total Electric Industry,"29,581,354","25,875,305","16,079,807",NA,"1,106,233",72642699
2000,MS,Total Electric Industry,"17,192,809","11,450,760","15,856,373",NA,"836,236",45336178
2000,MT,Total Electric Industry,"3,907,754","3,791,861","6,567,934",NA,"312,433",14579982
2000,NC,Total Electric Industry,"46,536,517","36,858,836","34,251,859",NA,"2,208,244",119855456
2000,ND,Total Electric Industry,"3,390,036","2,554,044","3,031,306",NA,"438,023",9413409
2000,NE,Total Electric Industry,"8,346,035","7,040,699","7,276,085",NA,"1,686,370",24349189
2000,NH,Total Electric Industry,"3,656,134","3,774,447","2,597,404",NA,"130,918",10158903
2000,NJ,Total Electric Industry,"24,547,336","33,112,343","11,811,562",NA,"505,888",69977129
2000,NM,Total Electric Industry,"4,937,074","6,673,562","5,492,381",NA,"1,697,659",18800676
2000,NV,Total Electric Industry,"9,406,302","6,548,291","11,238,847",NA,"598,251",27791691
2000,NY,Total Electric Industry,"43,017,570","59,764,162","25,838,297",NA,"13,406,531",142026560
2000,OH,Total Electric Industry,"46,488,137","40,757,137","74,019,337",NA,"3,930,246",165194857
2000,OK,Total Electric Industry,"19,640,229","13,115,234","13,934,901",NA,"2,873,777",49564141
2000,OR,Total Electric Industry,"18,211,761","15,289,497","16,353,314",NA,"475,842",50330414
2000,PA,Total Electric Industry,"45,007,795","42,002,203","45,448,582",NA,"1,386,746",133845326
2000,RI,Total Electric Industry,"2,664,399","3,165,650","1,393,540",NA,"77,747",7301336
2000,SC,Total Electric Industry,"25,270,116","17,483,353","33,307,512",NA,"950,988",77011969
2000,SD,Total Electric Industry,"3,423,322","2,421,678","2,002,713",NA,"435,027",8282740
2000,TN,Total Electric Industry,"36,622,145","25,756,513","32,289,069",NA,"1,059,982",95727709
2000,TX,Total Electric Industry,"116,895,281","84,847,757","101,588,420",NA,"14,931,071",318262529
2000,UT,Total Electric Industry,"6,513,506","7,884,214","7,917,344",NA,"870,213",23185277
2000,VA,Total Electric Industry,"37,541,300","28,298,795","20,618,946",NA,"10,256,361",96715402
2000,VT,Total Electric Industry,"2,036,934","1,909,516","1,645,857",NA,"46,307",5638614
2000,WA,Total Electric Industry,"33,035,778","23,990,574","35,409,826",NA,"4,074,943",96511121
2000,WI,Total Electric Industry,"19,929,345","18,321,478","26,161,878",NA,"733,786",65146487
2000,WV,Total Electric Industry,"9,737,791","6,796,303","11,082,978",NA,"75,926",27692998
2000,WY,Total Electric Industry,"2,102,532","2,748,285","7,320,553",NA,"196,314",12367684
2000,US,Total Electric Industry,"1,192,446,491","1,055,232,090","1,064,239,393",NA,"109,496,292",3421414266
2000,AK,Full-Service Providers,"1,854,968","2,236,477","1,036,627",NA,"181,898",5309970
2000,AL,Full-Service Providers,"28,756,115","19,056,898","35,034,489",NA,"676,718",83524220
2000,AR,Full-Service Providers,"14,870,777","8,746,494","17,268,195",NA,"725,722",41611188
2000,AZ,Full-Service Providers,"24,843,978","21,281,532","11,975,136",NA,"2,900,229",61000875
2000,CA,Full-Service Providers,"78,011,108","82,524,275","53,104,564",NA,"7,682,628",221322575
2000,CO,Full-Service Providers,"14,028,934","17,989,134","9,954,783",NA,"1,047,433",43020284
2000,CT,Full-Service Providers,"11,645,484","11,932,359","5,810,692",NA,"563,872",29952407
2000,DC,Full-Service Providers,"1,624,101","8,331,639","272,558",NA,"387,223",10615521
2000,DE,Full-Service Providers,"3,573,713","3,656,214","3,492,725",NA,"48,911",10771563
2000,FL,Full-Service Providers,"99,005,605","72,129,914","18,883,859",NA,"5,823,598",195842976
2000,GA,Full-Service Providers,"44,559,990","36,950,986","36,085,359",NA,"1,588,741",119185076
2000,HI,Full-Service Providers,"2,764,618","3,035,747","3,833,873",NA,"56,358",9690596
2000,IA,Full-Service Providers,"12,028,663","8,374,842","17,126,797",NA,"1,557,565",39087867
2000,ID,Full-Service Providers,"7,006,491","7,067,854","8,407,697",NA,"352,057",22834099
2000,IL,Full-Service Providers,"40,146,401","39,183,334","36,510,425",NA,"9,756,121",125596281
2000,IN,Full-Service Providers,"28,648,540","20,467,905","48,040,239",NA,"618,241",97774925
2000,KS,Full-Service Providers,"12,528,341","12,511,075","10,222,176",NA,"659,869",35921461
2000,KY,Full-Service Providers,"23,374,472","13,932,747","37,689,295",NA,"3,319,642",78316156
2000,LA,Full-Service Providers,"27,719,176","18,225,348","31,950,419",NA,"2,795,403",80690346
2000,MA,Full-Service Providers,"17,534,355","20,859,360","9,843,163",NA,"625,456",48862334
2000,MD,Full-Service Providers,"23,914,064","25,781,656","10,066,312",NA,"857,877",60619909
2000,ME,Full-Service Providers,"1,258,951","2,834,108","2,286,782",NA,"25,488",6405329
2000,MI,Full-Service Providers,"30,700,485","35,812,157","36,927,678",NA,"930,249",104370569
2000,MN,Full-Service Providers,"18,629,364","11,580,320","28,842,085",NA,"730,320",59782089
2000,MO,Full-Service Providers,"29,581,354","25,875,305","16,079,807",NA,"1,106,233",72642699
2000,MS,Full-Service Providers,"17,192,809","11,450,760","15,856,373",NA,"836,236",45336178
2000,MT,Full-Service Providers,"3,901,071","3,466,701","4,808,778",NA,"312,433",12488983
2000,NC,Full-Service Providers,"46,536,517","36,858,836","34,251,859",NA,"2,208,244",119855456
2000,ND,Full-Service Providers,"3,390,036","2,554,044","3,031,306",NA,"438,023",9413409
2000,NE,Full-Service Providers,"8,346,035","7,040,699","7,276,085",NA,"1,686,370",24349189
2000,NH,Full-Service Providers,"3,638,478","3,622,290","2,584,189",NA,"130,918",9975875
2000,NJ,Full-Service Providers,"24,064,446","27,315,821","10,932,670",NA,"505,888",62818825
2000,NM,Full-Service Providers,"4,935,622","6,672,110","5,480,765",NA,"1,697,659",18786156
2000,NV,Full-Service Providers,"9,406,302","6,548,291","11,238,847",NA,"598,251",27791691
